,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,Man-Down G,GB,TO,CT,FO Won,FOs Taken,Pen,Pen Time,G Min,Goals Allowed,Saves,W,L,T,RC,YC,Clears,Att,Clear Pct,OTG,Opp_G,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_Man-Down G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Pen Time,Opp_G Min,Opp_Goals Allowed,Opp_Saves,Opp_W,Opp_L,Opp_T,Opp_RC,Opp_YC,Opp_Clears,Opp_Att,Opp_Clear Pct,Opp_OTG,Year
176,04/22/2021,Duke,Notre Dame,13-12 (1),1,13,4,17,41,27,1,,29,15,6,15,29,4,120,61:55,12,10,,,,,,16,20,0.800,1/,1,12,6,18,40,22,1,,27,17,5,14,29,1,30,61:55,13,14,,,,,,15,21,0.714,,2021
177,05/02/2021,Duke,@ North Carolina,12-15,1,12,8,20,39,23,1,,22,13,4,15,31,1,30,60:00,15,12,,,,,,20,22,0.909,,1,15,5,20,50,27,1,,37,11,6,16,31,3,120,60:00,12,11,,,,,,16,17,0.941,,2021
178,05/16/2021,Duke,"High Point
@ Chapel Hill, N.C.",16-10,1,16,9,25,43,28,2,,37,13,6,20,27,4,180,60:00,10,14,,,,,,22,25,0.880,,1,10,6,16,34,24,1,,21,11,7,7,27,2,120,60:00,16,12,,,,,,19,20,0.950,,2021
179,05/23/2021,Duke,"Loyola Maryland
@ Notre Dame, Ind.",10-9 (1),1,10,6,16,39,27,2,,33,13,10,14,22,3,150,63:03,9,8,,,,,,20,23,0.870,1/,1,9,6,15,36,17,,,23,14,4,8,22,2,90,63:03,10,17,,,,,,20,21,0.952,,2021
180,05/29/2021,Duke,"Maryland
@ East Hartford, Conn.",5-14,1,5,3,8,32,22,,,29,16,10,10,22,3,180,60:00,14,11,,,,,,18,22,0.818,,1,14,9,23,32,25,1,,40,23,6,12,22,2,60,60:00,5,17,,,,,,22,27,0.815,,2021
181,03/03/2021,Fairfield,@ Providence,17-18,1,17,11,28,53,31,,,34,16,5,21,37,3,150,60:00,18,16,,,,,,21,23,0.913,,1,18,8,26,63,34,1,,27,11,6,16,37,2,120,60:00,17,14,,,,,,26,28,0.929,,2021
182,03/06/2021,Fairfield,Delaware,9-17,1,9,5,14,27,18,3,,33,22,4,15,30,9/,390,60:00,17,15,,,,,,17,24,0.708,,1,17,14,31,53,32,4/,,39,11,11,15,30,4,120,60:00,9,9,,,,,,13,15,0.867,,2021
183,03/10/2021,Fairfield,Lafayette,13-11,1,13,7,20,46,27,2,,34,15,11,19,27,4,180,60:00,11,15,,,,,,18,22,0.818,,1,11,2,13,41,26,,,31,15,8,8,27,2,90,60:00,13,14,,,,,,21,27,0.778,,2021
184,03/14/2021,Fairfield,@ Massachusetts,9-13,1,9,3,12,30,19,,,30,21,9,11,24,2,90,60:00,13,12,,,,,,16,22,0.727,,1,13,8,21,39,25,1,,30,15,12,13,24,2,150,60:00,9,10,,,,,,21,22,0.955,,2021
185,03/17/2021,Fairfield,Sacred Heart,14-8,1,14,11,25,54,27,1,,33,20,8,17,25,6,270,60:00,8,10,,,,,,21,22,0.955,,1,8,4,12,39,18,2,,23,19,5,8,25,4,210,60:00,14,13,,,,,,28,32/,0.875,,2021
186,03/26/2021,Fairfield,Hofstra,7-15,1,7,6,13,31,18,3,,23,19,7,7,25,3,150,60:00,15,18,,,,,,17,22,0.773,,1,15,6,21,48,33,1,,29,15,5,18,25,3,150,60:00,7,11,,,,,,15,18,0.833,,2021
187,04/02/2021,Fairfield,@ Delaware,11-16,1,11,6,17,39,24,1,,32,20,8,13,30,2,120,60:00,16,16,,,,,,19,23,0.826,,1,16,11,27,54,32,1,,41,21,9,17,30,5,180,60:00,11,13,,,,,,23,26,0.885,,2021
188,04/10/2021,Fairfield,@ Towson,11-12,1,11,6,17,41,21,1,,37,15,7,17,26,4,180,60:00,12,10,,,,,,19,23,0.826,,1,12,8,20,49,22,1,,30,15,10,9,26,3,120,60:00,11,10,,,,,,20,24,0.833,,2021
189,04/17/2021,Fairfield,Drexel,7-19,1,7,4,11,35,16,1,,19,20,7,11,28,6,300,60:00,19,13,,,,,,13,18,0.722,,1,19,11,30,60/,32,1,,44/,15,9,17,28,7,270,60:00,7,9,,,,,,20,21,0.952,,2021
190,04/24/2021,Fairfield,Massachusetts,14-21,1,14,10,24,43,21,1,1,24,15,8,17,38,3,240,60:00,21/,12,,,,,,15,18,0.833,,1,21,15,36,45,33,3,,42,17,8,21,38,3,120,60:00,14,7,,,,,,19,22,0.864,,2021
191,04/30/2021,Fairfield,@ Hofstra,14-18,1,14,10,24,47,31,4/,,33,15,8,13,35,5,270,60:00,18,13,,,,,,17,20,0.850,,1,18,11,29,44,31,1,,36,21,7,22,35,5,240,60:00,14,17,,,,,,18,19,0.947,,2021
192,02/21/2021,Georgetown,@ Villanova,16-1,1,16,12,28,43,26,,,27,14,11,12,20,4,180,60:00,1,6,,,,,,21,22,0.955,,1,1,,1,27,7,,,12,19,4,8,20,3,180,60:00,16,10,,,,,,13,17,0.765,,2021
193,02/27/2021,Georgetown,St. John's (NY),19-1,1,19,16,35,47,33,1,,40,26/,13,18,24,7,450,60:00,1,14,,,,,,24,27,0.889,,1,1,,1,25,15,,,29,23,10,6,24,3,180,60:00,19,14,,,,,,26,32,0.813,,2021
194,03/02/2021,Georgetown,@ Mount St. Mary's,17-5,1,17,14,31,45,23,2,,36,21,16/,12,26,2,150,60:00,5,7,,,,,,20,21,0.952,,1,5,3,8,19,12,,,20,27,6,14,26,3,150,60:00,17,6,,,,,,16,21,0.762,,2021
195,03/06/2021,Georgetown,Marquette,20-13,1,20,12,32,56,33,2,,51/,18,8,30/,36,2,60,60:00,13,13,,,,,,21,24,0.875,,1,13,8,21,36,26,2,,37,15,9,6,36,2,120,60:00,20,13,,,,,,18,22,0.818,,2021
196,03/16/2021,Georgetown,@ Denver,7-13,1,7,5,12,46,19,,,30,17,7,11,24,5,270,60:00,13,12,,,,,,11,15,0.733,,1,13,8,21,39,25,1,,23,15,8,13,24,2,120,60:00,7,12,,,,,,18,22,0.818,,2021
197,03/20/2021,Georgetown,@ Providence,14-9,1,14,7,21,47,34,2,,33,11,8,18,26,3,180,60:00,9,5,,,,,,23,24,0.958,,1,9,2,11,41,14,1,,23,17,5,8,26,2,120,60:00,14,20,,,,,,24,27,0.889,,2021
198,03/27/2021,Georgetown,Villanova,8-7,1,8,4,12,51,23,,,30,9,10,8,17,1,30,60:00,7,11,,,,,,21,22,0.955,,1,7,4,11,35,18,1,,28,16,4,9,17,6,360,60:00,8,15,,,,,,25,27,0.926,,2021
199,04/03/2021,Georgetown,@ St. John's (NY),20-7,1,20,20/,40,63,38,1,,50,12,8,18,30,2,60,60:00,7,7,,,,,,25,28,0.893,,1,7,6,13,26,14,,,21,22,4,12,30,2,120,60:00,20,18,,,,,,13,18,0.722,,2021
200,04/10/2021,Georgetown,@ Marquette,10-8,1,10,10,20,43,20,,,28,16,9,14,22,,,60:00,8,9,,,,,,19,20,0.950,,1,8,3,11,29,17,,,21,18,5,8,22,1,60,60:00,10,10,,,,,,19,22,0.864,,2021
201,04/17/2021,Georgetown,Denver,11-10 (1),1,11,8,19,48,26,1,,27,13,5,16,24,3,120,62:52,10,14,,,,,,16,18,0.889,1/,1,10,6,16,36,24,1,,30,14,6,8,24,1,60,62:52,11,15,,,,,,16,19,0.842,,2021
202,04/24/2021,Georgetown,Providence,14-5,1,14,10,24,45,29,,,32,15,11,9,21,2,90,60:00,5,25/,,,,,,25,26,0.962,,1,5,4,9,51,30,,,33,14,9,12,21,2,90,60:00,14,15,,,,,,19,22,0.864,,2021
203,04/29/2021,Georgetown,@ Loyola Maryland,9-11,1,9,8,17,39,22,2,,37,18,4,12,24,5,240,60:00,11,12,,,,,,20,22,0.909,,1,11,6,17,38,23,1,,26,15,10,12,24,6,240,60:00,9,13,,,,,,20,22,0.909,,2021
204,05/06/2021,Georgetown,"Villanova
@ Providence, R.I.",14-12,1,14,11,25,39,21,,,32,20,6,17,29,1,60,60:00,12,17,,,,,,20,25,0.800,,1,12,4,16,44,29,,,25,10,9,12,29,3,150,60:00,14,7,,,,,,21,22,0.955,,2021
205,05/08/2021,Georgetown,"Denver
@ Providence, R.I.",10-9,1,10,7,17,27,20,,,25,15,9,8,23,2,90,60:00,9,15,,,,,,19,26,0.731,,1,9,4,13,42,24,,,26,14,5,15,23,,,60:00,10,10,,,,,,15,19,0.789,,2021
206,05/15/2021,Georgetown,"Syracuse
@ College Park, Md.",18-8,1,18,7,25,43,33,3,,33,8,9,14,28,2,60,60:00,8,10,,,,,,19,19,1.000/,,1,8,4,12,33,18,,,23,13,3,14,28,11/,510/,60:00,18,15,,,,,,15,16,0.938,,2021
207,05/22/2021,Georgetown,"Virginia
@ Hempstead, N.Y.",3-14,1,3,2,5,27,13,,,16,18,3,5,21,3,120,60:00,14,8,,,,,,18,21,0.857,,1,14,4,18,45,22,,,31,15,12,16,21,5,180,60:00,3,10,,,,,,20,21,0.952,,2021
208,03/06/2021,Hartford,UAlbany,6-16,1,6,2,8,34,16,,,33,21,9,12,25,6,330,60:00,16,13,,,,,,20,24,0.833,,1,16,11,27,43,29,3,,32,17,7,13,25,1,60,60:00,6,10,,,,,,20,23,0.870,,2021
209,03/13/2021,Hartford,@ UMass Lowell,10-12,1,10,2,12,33,23,2,,35,16,11,14,26,2,120,60:00,12,7,,,,,,17,17,1.000/,,1,12,4,16,40,19,1,,31,17,8,12,26,4,210,60:00,10,13,,,,,,18,20,0.900,,2021
210,03/20/2021,Hartford,UMBC,10-13,1,10,4,14,37,20,,,27,14,6,14,26,4,300,60:00,13,9,,,,,,9,11,0.818,,1,13,6,19,30,22,1,,25,14,8,12,26,3,150,60:00,10,10,,,,,,16,17,0.941,,2021
211,03/27/2021,Hartford,@ Vermont,9-14,1,9,6,15,35,18,1,,28,15,11,7,26,6,240,60:00,14,18,,,,,,20,25,0.800,,1,14,5,19,50,32,1,,37,17,10,19,26,4,120,60:00,9,9,,,,,,21,21,1.000/,,2021
212,04/03/2021,Hartford,Stony Brook,6-17,1,6,3,9,30,20,,,21,15,8,8,27,5,210,60:00,17,10,,,,,,13,17,0.765,,1,17,9,26,56,27,1,,44,16,3,19,27,5,240,60:00,6,14,,,,,,12,17,0.706,,2021
213,04/10/2021,Hartford,@ Binghamton,8-7,1,8,2,10,38,24,,,35,20,14,12,19,2,210,60:00,7,14,,,,,,17,21,0.810,,1,7,5,12,29,21,1,,35,25,11,7,19,3,90,60:00,8,16,,,,,,23,25,0.920,,2021
214,04/17/2021,Hartford,NJIT,14-9,1,14,10,24,43,29,1,,30,13,10,9,26,5,240,60:00,9,11,,,,,,29/,30,0.967,,1,9,3,12,40,20,,,28,20,4,17,26,3,150,60:00,14,15,,,,,,20,20,1.000/,,2021
0,02/04/2023,Air Force,@ Ohio St.,7-15,1,7,3,10,26,15,1,,23,10,9,4,26,3,120,60:00,15,7,,,,,,16,19,0.842,,1,15,8,23,36,22,1,,35,17,6,22,26,3,180,60:00,7,8,,,,,,15,15,1.000/,,2023
1,02/11/2023,Air Force,Denver,12-10,1,12,5,17,36,18,,,24,13,6,6,23,3,90,60:00,10,17,,,,,,19,21,0.905,,1,10,8,18,35,27,,,24,14,4,17,23,1,30,60:00,12,6,,,,,,18,20,0.900,,2023
2,02/18/2023,Air Force,Colgate,11-10,1,11,5,16,40,23,1,,24,18,10,9,24,1,60,60:00,10,17,,,,,,22,26,0.846,,1,10,4,14,38,27,,,34,18,9,15,24,3,120,60:00,11,12,,,,,,18,23,0.783,,2023
3,02/24/2023,Air Force,@ Stony Brook,8-15,1,8,4,12,28,17,1,,30,20,5,11,26,6,330,60:00,15,9,,,,,,24,27,0.889,,1,15,10,25,42,24,3,,35,12,6,15,26,5,270,60:00,8,9,,,,,,21,22,0.955,,2023
4,03/04/2023,Air Force,@ Mercer,14-8,1,14,7,21,44,23,2,,25,14,7,9,25,3,150,59:53,8,10,,,,,,23,23,1.000/,,1,8,4,12,50,18,,,27,13,6,16,25,3,120,59:53,14,9,,,,,,11,12,0.917,,2023
5,03/11/2023,Air Force,Bryant,11-6,1,11,8,19,37,24,2,,29,21,10,8,21,2,60,60:00,6,12,,,,,,24,28,0.857,,1,6,3,9,31,18,1,,29,20,10,13,21,2,60,60:00,11,13,,,,,,18,22,0.818,,2023
6,03/18/2023,Air Force,@ Queens (NC),18-6,1,18,7,25,39,25,2,,38,20,10,14,26,2,90,60:00,6,5,,,,,,22,24,0.917,,1,6,3,9,21,11,,,34,28,11,12,26,2,150,60:00,18,7,,,,,,14,22,0.636,,2023
7,03/20/2023,Air Force,@ Duke,6-18,1,6,3,9,35,12,1,,21,22,4,7,27,2,60,60:00,18,13,,,,,,19,22,0.864,,1,18,10,28,52,31,1,,43,16,8,20,27,4,210,60:00,6,6,,,,,,21,25,0.840,,2023
8,03/25/2023,Air Force,Lindenwood,15-6,1,15,10,25,41,29,1,,22,22,10,13,25,4,120,60:00,6,12,,,,,,22,23,0.957,,1,6,2,8,33,18,,,28,22,11,12,25,2,60,60:00,15,14,,,,,,17,26,0.654,,2023
9,03/29/2023,Air Force,Utah,11-18,1,11,6,17,49,18,1,,28,13,9,15,33,6,300,60:00,18,15,,,,,,17,18,0.944,,1,18,7,25,54,33,1,,39,17,8,18,33,2,90,60:00,11,7,,,,,,16,20,0.800,,2023
10,04/01/2023,Air Force,@ Cleveland St.,12-9,1,12,6,18,31,20,,,37,19,6,15,24,3,150,60:00,9,8,,,,,,20,23,0.870,,1,9,6,15,34,17,1,,27,12,5,9,24,2,120,60:00,12,8,,,,,,20,21,0.952,,2023
11,04/08/2023,Air Force,@ Bellarmine,10-11,1,10,6,16,44,24,,,24,10,4,11,22,1,30,60:00,11,14,,,,,,21,21,1.000/,,1,11,7,18,38,25,1,,19,13,6,11,22,1,60,60:00,10,14,,,,,,18,19,0.947,,2023
12,04/15/2023,Air Force,Detroit Mercy,22-7,1,22,10,32,58,38,2,,37,12,10,16,33,4,180,60:00,7,11,,,,,,20,21,0.952,,1,7,4,11,30,18,1,,22,17,4,17,33,3,150,60:00,22,16,,,,,,14,19,0.737,,2023
13,04/22/2023,Air Force,@ Jacksonville,15-11,1,15,7,22,32,27,,,26,20,10,8,28,5,270,60:00,11,11,,,,,,20,27,0.741,,1,11,5,16,29,22,,,36,23,13,20,28,2,60,60:00,15,12,,,,,,16,18,0.889,,2023
14,04/29/2023,Air Force,Robert Morris,13-5,1,13,7,20,53,28,2,,31,12,15,10,22,5,240,60:00,5,8,,,,,,22,24,0.917,,1,5,2,7,23,13,2,,25,21,9,12,22,2,60,60:00,13,15,,,,,,16,18,0.889,,2023
15,05/05/2023,Air Force,"Robert Morris
@ Moon Township, Pa.",12-4,1,12,6,18,46,27,,,19,14,3,8,20,,,60:00,4,19,,,,,,19,19,1.000/,,1,4,1,5,34,23,,,25,13,6,12,20,2,60,60:00,12,15,,,,,,16,20,0.800,,2023
16,05/07/2023,Air Force,"Utah
@ Moon Township, Pa.",9-11,1,9,4,13,44,18,1,,23,19,9,2,23,2,120,60:00,11,11,,,,,,20,22,0.909,,1,11,3,14,42,22,1,,33,20,10,21,23,3,120,60:00,9,9,,,,,,19,20,0.950,,2023
17,02/11/2023,Army West Point,@ Massachusetts,8-10,1,8,4,12,46,27,1,,27,19,11,12,21,2,90,60:00,10,9,,,,,,15,15,1.000/,,1,10,4,14,30,19,,,24,19,9,9,21,2,60,60:00,8,19,,,,,,20,26,0.769,,2023
18,02/18/2023,Army West Point,Rutgers,14-13,1,14,6,20,40,25,1,,31,15,7,19,30,2,60,60:00,13,11,,,,,,15,16,0.938,,1,13,3,16,35,24,,,27,13,2,11,30,2,120,60:00,14,11,,,,,,13,18,0.722,,2023
19,02/21/2023,Army West Point,Wagner,20-6,1,20,12,32,51,37,2,,50,19,9,25/,30,2,60,60:00,6,7,,,,,,15,17,0.882,,1,6,4,10,27,13,,,20,22,9,5,30,2,,60:00,20,17,,,,,,12,19,0.632,,2023
20,02/25/2023,Army West Point,@ Mercer,16-5,1,16,12,28,47,31,1,,33,11,5,13,25,2,90,59:11,5,8,,,,,,17,17,1.000/,,1,5,3,8,24,13,,,25,15,6,12,25,3,90,59:11,16,15,,,,,,14,23,0.609,,2023
21,03/05/2023,Army West Point,@ Holy Cross,13-6,1,13,9,22,55,31,1,,35,18,10,15,23,3,120,60:00,6,8,,,,,,18,22,0.818,,1,6,3,9,30,14,,,19,23,5,8,23,2,120,60:00,13,18,,,,,,23,28,0.821,,2023
22,03/10/2023,Army West Point,Lafayette,17-9,1,17,5,22,43,26,,,31,14,9,17,29,4,180,60:00,9,13,,,,,,16,19,0.842,,1,9,3,12,38,22,2,,28,16,5,12,29,1,30,60:00,17,9,,,,,,17,19,0.895,,2023
23,03/18/2023,Army West Point,@ Lehigh,12-10,1,12,5,17,37,25,4,,43,13,10,9,22,4,180,60:00,10,6,,,,,,14,16,0.875,,1,10,6,16,26,16,3,,27,19,9,13,22,10/,450/,60:00,12,13,,,,,,15,20,0.750,,2023
24,03/25/2023,Army West Point,Loyola Maryland,10-5,1,10,8,18,39,22,2,,38,21,11,12,18,4,180,60:00,5,11,,,,,,18,23,0.783,,1,5,3,8,32,16,,,27,19,12,6,18,5,240,60:00,10,12,,,,,,19,22,0.864,,2023
25,04/01/2023,Army West Point,Bucknell,12-7,1,12,7,19,43,27,,,39,19,7,18,23,7,300,60:00,7,12,,,,,,20,24,0.833,,1,7,4,11,45,19,3,,29,17,8,5,23,3,150,60:00,12,15,,,,,,26,29,0.897,,2023
26,04/08/2023,Army West Point,@ Colgate,10-9,1,10,7,17,45,24,3,1/,28,12,7,13,23,2,90,60:00,9,10,,,,,,17,17,1.000/,,1,9,,9,31,19,,,25,13,4,10,23,4,180,60:00,10,14,,,,,,16,20,0.800,,2023
27,04/15/2023,Army West Point,Cornell,10-11,1,10,4,14,44,22,2,,26,11,8,13,24,2,60,60:00,11,12,,,,,,16,20,0.800,,1,11,9,20,35,23,1,,20,13,5,11,24,5,210,60:00,10,12,,,,,,16,18,0.889,,2023
28,04/22/2023,Army West Point,@ Navy,11-6,1,11,4,15,39,26,,,38,14,7,12,21,4,150,60:00,6,10,,,,,,19,23,0.826,,1,6,4,10,34,16,,,26,14,7,9,21,,,60:00,11,15,,,,,,24,26,0.923,,2023
29,04/28/2023,Army West Point,Boston U.,11-12,1,11,6,17,34,21,,,41,19,8,17,27,6,210,60:00,12,17,,,,,,14,18,0.778,,1,12,7,19,50,29,3,,33,17,12,10,27,1,60,60:00,11,10,,,,,,22,26,0.846,,2023
30,05/05/2023,Army West Point,"Lehigh
@ Boston, Mass.",19-13,1,19,6,25,42,23,2,,39,19,7,19,35,3,150,60:00,13,14,,,,,,17,23,0.739,,1,13,7,20,43,27,1,,35,16,11,16,35,2,90,60:00,19,4,,,,,,12,16,0.750,,2023
31,05/07/2023,Army West Point,"Loyola Maryland
@ Boston, Mass.",10-8,1,10,7,17,37,21,1,,39,20,6,18,22,,,60:00,8,14,,,,,,17,24,0.708,,1,8,5,13,43,22,,,32,8,15,4,22,2,60,60:00,10,11,,,,,,18,19,0.947,,2023
32,05/13/2023,Army West Point,@ Maryland,16-15,1,16,8,24,32,21,2,,36,17,2,17,35,5,210,60:00,15,16,,,,,,14,18,0.778,,1,15,8,23,47,31,2,,32,7,7,18,35,3,120,60:00,16,5,,,,,,14,15,0.933,,2023
33,05/21/2023,Army West Point,"Penn St.
@ Annapolis, Md.",9-10,1,9,2,11,43,20,,,39,17,8,14,23,1,30,60:00,10,8,,,,,,23,24,0.958,,1,10,5,15,27,18,1,,37,18,6,9,23,3,150,60:00,9,11,,,,,,21,24,0.875,,2023
34,02/04/2023,Bellarmine,@ Duke,7-19,1,7,3,10,29,17,,,27,27,6,10,29,4,240,60:00,19,22,,,,,,21,26,0.808,,1,19,10,29,57,41/,2,,40,17,12,19,29,3,210,60:00,7,10,,,,,,16,18,0.889,,2023
35,02/11/2023,Bellarmine,St. Bonaventure,14-10,1,14,6,20,51,25,3,,35,15,17,12,28,2,90,60:00,10,6,,,,,,17,18,0.944,,1,10,5,15,30,16,,,30,21,8,16,28,7,270,60:00,14,11,,,,,,14,18,0.778,,2023
36,02/18/2023,Bellarmine,@ Canisius,14-4,1,14,5,19,39,24,,,28,12,6,11,21,2,90,60:00,4,9,,,,,,20,20,1.000/,,1,4,3,7,27,13,1,,28,17,4,10,21,1,60,60:00,14,10,,,,,,14,15,0.933,,2023
37,02/26/2023,Bellarmine,@ Marist,13-10,1,13,9,22,47,27,1,,37,13,8,12,26,5,240,60:00,10,10,,,,,,19,20,0.950,,1,10,6,16,43,20,,,36,12,6,14,26,4,210,60:00,13,14,,,,,,14,16,0.875,,2023
38,03/04/2023,Bellarmine,VMI,17-6,1,17,9,26,50,30,,,31,11,10,17,27,2,90,60:00,6,12,,,,,,21,21,1.000/,,1,6,1,7,33,18,,,20,19,5,10,27,,,60:00,17,13,,,,,,19,23,0.826,,2023
39,03/11/2023,Bellarmine,@ Marquette,11-10,1,11,9,20,34,20,1,,25,17,7,12,25,3,150,60:00,10,7,,,,,,17,20,0.850,,1,10,3,13,34,17,1,,25,17,7,13,25,1,30,60:00,11,9,,,,,,17,21,0.810,,2023
40,03/18/2023,Bellarmine,@ Utah,8-15,1,8,6,14,41,22,,,32,17,6,8,25,5,720/,60:00,15,13,,,,,,28,29,0.966,,1,15,7,22,55,28,,,41,15,9,17,25,2,240,60:00,8,14,,,,,,22,25,0.880,,2023
41,03/25/2023,Bellarmine,Queens (NC),24-12,1,24,13,37,53,38,3,2/,34,21,10,25,38,7,390,60:00,12,10,,,,,,21,25,0.840,,1,12,7,19,32,22,3,,28,25,11,13,38,7,360,60:00,24,14,,,,,,19,24,0.792,,2023
42,03/29/2023,Bellarmine,Mercer,12-15,1,12,9,21,42,26,3,,21,9,6,11,30,9,510,60:00,15,12,,,,,,17,19,0.895,,1,15,10,25,44,27,4,,31,12,5,19,30,7,360,60:00,12,14,,,,,,11,12,0.917,,2023
43,04/01/2023,Bellarmine,@ Lindenwood,18-7,1,18,9,27,48,28,1,,46,20,10,15,29,2,120,60:00,7,7,,,,,,19,25,0.760,,1,7,3,10,26,14,,,31,24,7,14,29,1,30,60:00,18,10,,,,,,16,23,0.696,,2023
44,04/08/2023,Bellarmine,Air Force,11-10,1,11,7,18,38,25,1,,19,13,6,11,22,1,60,60:00,10,14,,,,,,18,19,0.947,,1,10,6,16,44,24,,,24,10,4,11,22,1,30,60:00,11,14,,,,,,21,21,1.000/,,2023
45,04/12/2023,Bellarmine,@ Robert Morris,13-21,1,13,6,19,37,21,1,,21,13,4,13,37,5,240,60:00,21,20,,,,,,18,21,0.857,,1,21,16,37,59,41,1,,40,11,8,24,37,2,120,60:00,13,8,,,,,,17,19,0.895,,2023
46,04/16/2023,Bellarmine,@ Cleveland St.,13-8,1,13,6,19,38,23,,,34,13,9,18,24,5,270,60:00,8,17,,,,,,19,22,0.864,,1,8,6,14,41,25,2,,29,19,5,6,24,3,150,60:00,13,10,,,,,,24,28,0.857,,2023
47,04/22/2023,Bellarmine,@ Detroit Mercy,18-3,1,18,11,29,42,32,1,1,38,13,6,16,23,3,150,52:40,3,7,,,,,,23,23,1.000/,,1,3,2,5,27,10,,,32,17,8,7,23,1,60,52:40,18,14,,,,,,18,23,0.783,,2023
48,04/29/2023,Bellarmine,Jacksonville,12-13,1,12,7,19,39,21,,,26,18,5,14,28,3,90,60:00,13,12,,,,,,19,22,0.864,,1,13,8,21,43,25,1,,29,16,9,14,28,3,150,60:00,12,9,,,,,,20,22,0.909,,2023
49,05/02/2023,Bellarmine,"Mercer
@ Moon Township, PA",14-13,1,14,7,21,40,21,,,31,13,8,14,29,4,150,60:00,13,12,,,,,,17,20,0.850,,1,13,7,20,40,25,2,,30,14,10,15,29,1,60,60:00,14,7,,,,,,17,20,0.850,,2023
50,05/05/2023,Bellarmine,"Utah
@ Moon Township, Pa.",14-17,1,14,6,20,33,23,,,21,18,5,11,35,3,120,60:00,17,13,,,,,,20,21,0.952,,1,17,9,26,54,30,,,40,11,6,24,35,4,150,60:00,14,9,,,,,,14,16,0.875,,2023
51,02/11/2023,Binghamton,@ Marist,18-11,1,18,10,28,48,28,2,,45,18,11,21,33,4,240,60:00,11,14,,,,,,18,22,0.818,,1,11,5,16,42,25,1,,32,15,12,12,33,4,150,60:00,18,10,,,,,,19,24,0.792,,2023
52,02/18/2023,Binghamton,@ St. Bonaventure,12-11 (1),1,12,4,16,42,23,1,,33,14,10,12,27,4,180,61:20,11,17,,,,,,19,24,0.792,1/,1,11,5,16,40,28,1,,31,18,5,15,27,3,270,61:20,12,11,,,,,,19,24,0.792,,2023
53,02/25/2023,Binghamton,Lafayette,4-10,1,4,3,7,35,14,,,24,19,5,9,17,4,180,60:00,10,16,,,,,,18,21,0.857,,1,10,8,18,35,26,2,,36,14,11,8,17,4,150,60:00,4,10,,,,,,17,21,0.810,,2023
54,03/04/2023,Binghamton,St. John's (NY),13-12,1,13,8,21,38,26,2,,31,18,5,23,29,2,120,59:41,12,10,,,,,,12,14,0.857,,1,12,8,20,42,22,1,,30,14,10,6,29,3,180,59:41,13,13,,,,,,20,21,0.952,,2023
55,03/07/2023,Binghamton,@ Lehigh,13-14,1,13,7,20,37,27,2,,30,15,10,14,31,3,120,60:00,14,12,,,,,,18,19,0.947,,1,14,4,18,35,26,2,,48,20,11,17,31,3,120,60:00,13,14,,,,,,14,20,0.700,,2023
56,03/11/2023,Binghamton,@ Fairfield,14-9,1,14,6,20,48,28,2,1/,37,17,7,20,27,2,120,60:00,9,11,,,,,,16,18,0.889,,1,9,4,13,37,20,,,25,12,11,7,27,3,150,60:00,14,14,,,,,,18,21,0.857,,2023
57,03/18/2023,Binghamton,@ Merrimack,14-7,1,14,8,22,49,34,3,,36,18,6,14,25,3,90,60:00,7,13,,,,,,19,20,0.950,,1,7,4,11,37,20,1,,32,19,5,11,25,6,300,60:00,14,20,,,,,,18,22,0.818,,2023
58,03/25/2023,Binghamton,NJIT,17-16,1,17,9,26,47,28,3,,37,15,8,17,37,4,300,60:00,16,17,,,,,,17,18,0.944,,1,16,11,27,42,33,3,,27,16,11,20,37,4,210,60:00,17,11,,,,,,13,13,1.000/,,2023
59,04/01/2023,Binghamton,@ UMass Lowell,21-10,1,21/,13/,34/,49,32,1,,29,17,5,23,34,7,330,60:00,10,13,,,,,,9,12,0.750,,1,10,5,15,38,23,3,,25,15,8,11,34,4,210,60:00,21,11,,,,,,12,15,0.800,,2023
60,04/08/2023,Binghamton,Vermont,9-11,1,9,3,12,37,20,,,22,15,5,10,23,4,210,60:00,11,20,,,,,,16,21,0.762,,1,11,4,15,44,31,3,,36,16,5,13,23,3,120,60:00,9,11,,,,,,17,18,0.944,,2023
61,04/15/2023,Binghamton,@ UMBC,16-13,1,16,8,24,40,23,1,,25,20,3,15,32,1,60,60:00,13,18,,,,,,20,26,0.769,,1,13,4,17,53,31,,,34,16,6,17,32,2,120,60:00,16,7,,,,,,17,21,0.810,,2023
62,04/22/2023,Binghamton,@ Bryant,10-14,1,10,8,18,50,30,3,,39,14,7,14,28,2,120,60:00,14,11,,,,,,21,23,0.913,,1,14,6,20,38,25,1,,40,16,7,14,28,3,210,60:00,10,20,,,,,,24,25,0.960,,2023
63,04/29/2023,Binghamton,UAlbany,15-14,1,15,6,21,38,22,1,,31,24,6,20,34,5,150,60:00,14,15,,,,,,17,18,0.944,,1,14,11,25,48,29,1,,32,14,13,14,34,3,120,60:00,15,7,,,,,,18,23,0.783,,2023
