,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,Man-Down G,GB,TO,CT,FO Won,FOs Taken,Pen,Pen Time,G Min,Goals Allowed,Saves,W,L,T,RC,YC,Clears,Att,Clear Pct,OTG,Opp_G,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_Man-Down G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Pen Time,Opp_G Min,Opp_Goals Allowed,Opp_Saves,Opp_W,Opp_L,Opp_T,Opp_RC,Opp_YC,Opp_Clears,Opp_Att,Opp_Clear Pct,Opp_OTG,Year
167,03/18/2023,Cornell,@ Yale,20-10,1,20,11,31,40,31,,,34,20,11,17,34,2,60,60:00,10,21,,,,,,26,26,1.000/,,1,10,1,11,47,31,,,32,14,14,17,34,1,30,60:00,20,11,,,,,,15,18,0.833,,2023
168,03/26/2023,Cornell,Penn,18-12,1,18,8,26,41,26,2,,37,16,5,24,34,,,60:00,12,12,,,,,,14,18,0.778,,1,12,4,16,32,24,,,31,11,7,10,34,2,150,60:00,18,8,,,,,,18,20,0.900,,2023
169,04/01/2023,Cornell,Dartmouth,22-11,1,22,10,32,44,33,,,42,14,11,21,37,4,150,60:00,11,11,,,,,,19,24,0.792,,1,11,5,16,39,22,3,,19,18,9,16,37,1,60,60:00,22,11,,,,,,16,19,0.842,,2023
170,04/08/2023,Cornell,@ Harvard,8-10,1,8,2,10,39,24,,,43,19,5,16,22,2,90,60:00,10,14,,,,,,24,24,1.000/,,1,10,4,14,47,24,1,,34,12,8,6,22,1,30,60:00,8,16,,,,,,29,32,0.906,,2023
171,04/11/2023,Cornell,Marquette,21-11,1,21,12,33,50,31,2,,39,11,11,17,36,3,120,60:00,11,13,,,,,,25,25,1.000/,,1,11,6,17,41,24,,,33,16,6,19,36,2,90,60:00,21,10,,,,,,17,21,0.810,,2023
172,04/15/2023,Cornell,@ Army West Point,11-10,1,11,9,20,35,23,1,,20,13,5,11,24,5,210,60:00,10,12,,,,,,16,18,0.889,,1,10,4,14,44,22,2,,26,11,8,13,24,2,60,60:00,11,12,,,,,,16,20,0.800,,2023
173,04/22/2023,Cornell,@ Brown,16-9,1,16,8,24,44,25,,,29,17,10,11,29,1,60,60:00,9,8,,,,,,22,26,0.846,,1,9,6,15,41,17,1,,27,21,7,18,29,,,60:00,16,9,,,,,,15,20,0.750,,2023
174,04/29/2023,Cornell,Princeton,14-13 (1),1,14,7,21,50,28,,,49/,17,11,22,31,1,30,64:00,13,12,,,,,,18,24,0.750,1/,1,13,7,20,43,25,,,29,14,11,9,31,2,60,64:00,14,14,,,,,,18,25,0.720,,2023
175,05/05/2023,Cornell,"Yale
@ Robert K Kraft Field",15-22,1,15,9,24,47,34,4,,37,8,14,13,41,2,90,60:00,22,7,,,,,,15,17,0.882,,1,22,13,35,55,29,,,37,18,5,28/,41,5,240,60:00,15,19,,,,,,14,19,0.737,,2023
176,05/14/2023,Cornell,Michigan,14-15 (1),1,14,3,17,46,30,,,29,10,8,15,33,,,61:20,15,11,,,,,,22,24,0.917,,1,15,6,21,41,26,,,28,13,7,18,33,,,61:20,14,16,,,,,,18,20,0.900,1/,2023
177,02/18/2023,Dartmouth,@ Merrimack,11-10,1,11,7,18,33,19,1,,46,27,11,17,26,1,60,60:00,10,10,,,,,,16,18,0.889,,1,10,4,14,26,20,,,34,20,13,9,26,2,180,60:00,11,8,,,,,,19,22,0.864,,2023
178,02/25/2023,Dartmouth,@ Holy Cross,17-6,1,17,10,27,63,41/,1,,34,17,13,20,26,3,210,60:00,6,7,,,,,,21,22,0.955,,1,6,4,10,24,13,2,,22,31,5,6,26,3,180,60:00,17,24/,,,,,,20,30,0.667,,2023
179,03/04/2023,Dartmouth,Siena,11-8,1,11,4,15,37,24,1,,37,21,9,19,23,1,60,60:00,8,9,,,,,,21,22,0.955,,1,8,6,14,26,17,,,27,17,14,4,23,3,150,60:00,11,13,,,,,,24,26,0.923,,2023
180,03/07/2023,Dartmouth,@ Hobart,20-16,1,20,11,31,44,27,1,,40,14,5,21,39,3,90,60:00,16,7,,,,,,13,14,0.929,,1,16,7,23,41,23,1,,28,10,5,18,39,4,210,60:00,20,7,,,,,,15,16,0.938,,2023
181,03/19/2023,Dartmouth,@ North Carolina,7-25,1,7,4,11,25,14,1,,29,29/,1,24,35,4,150,60:00,25/,10,,,,,,13,23,0.565,,1,25/,22/,47/,47,35,3,1/,41,12,13,11,35,6,240,60:00,7,7,,,,,,17,19,0.895,,2023
182,03/21/2023,Dartmouth,@ Hampton,18-9,1,18,10,28,54,32,2,,38,22,18,16,28,5,330,60:00,9,9,,,,,,21,23,0.913,,1,9,3,12,30,18,2,,30,28,13,12,28,7,270,60:00,18,14,,,,,,15,24,0.625,,2023
183,03/25/2023,Dartmouth,Harvard,10-9 (1),1,10,5,15,37,17,1,,34,27,7,11,23,4,180,62:25,9,12,,,,,,18,30,0.600,1/,1,9,5,14,41,21,,,33,19,12,12,23,1,30,62:25,10,7,,,,,,18,21,0.857,,2023
184,04/01/2023,Dartmouth,@ Cornell,11-22,1,11,5,16,39,22,3,,19,18,9,16,37,1,60,60:00,22,11,,,,,,16,19,0.842,,1,22,10,32,44,33,,,42,14,11,21,37,4,150,60:00,11,11,,,,,,19,24,0.792,,2023
185,04/08/2023,Dartmouth,@ Yale,11-21,1,11,5,16,38,23,1,,19,19,6,12,34,8,300,60:00,21,15,,,,,,18,24,0.750,,1,21,15,36,58,36,4,,38,17,9,22,34,4,150,60:00,11,12,,,,,,12,15,0.800,,2023
186,04/15/2023,Dartmouth,Princeton,7-17,1,7,4,11,34,23,3,,34,15,6,14,27,3,150,60:00,17,20,,,,,,22,23,0.957,,1,17,13,30,52,37,1,,36,11,9,13,27,4,150,60:00,7,16,,,,,,27,30,0.900,,2023
187,04/22/2023,Dartmouth,@ Penn,6-17,1,6,5,11,30,21,1,,29,19,9,18,27,1,30,60:00,17,8,,,,,,19,21,0.905,,1,17,12,29,45,25,1,,25,14,9,9,27,5,210,60:00,6,15,,,,,,22,25,0.880,,2023
188,04/29/2023,Dartmouth,Brown,11-13,1,11,7,18,44,19,,,37,21,15,7,28,1,30,60:00,13,11,,,,,,21,26,0.808,,1,13,9,22,40,24,,,40,23,10,21,28,2,180,60:00,11,8,,,,,,19,23,0.826,,2023
189,02/11/2023,Delaware,@ Lafayette,14-5,1,14,6,20,55,28,,,28,7,2,13,22,2,60,60:00,5,12,,,,,,19,20,0.950,,1,5,1,6,38,17,,,25,11,6,9,22,2,120,60:00,14,14,,,,,,17,19,0.895,,2023
190,02/15/2023,Delaware,@ Mount St. Mary's,15-6,1,15,11,26,44,31,5/,,34,22,14,13,25,3,210,60:00,6,5,,,,,,15,16,0.938,,1,6,2,8,23,11,,,36,27,16,12,25,9,480,60:00,15,16,,,,,,15,17,0.882,,2023
191,02/18/2023,Delaware,St. John's (NY),16-9,1,16,10,26,50,31,,,39,18,11,21,27,3,180,60:00,9,10,,,,,,20,23,0.870,,1,9,4,13,38,19,,,25,18,13,6,27,2,120,60:00,16,15,,,,,,18,22,0.818,,2023
192,02/26/2023,Delaware,Villanova,12-13,1,12,7,19,32,20,1,,38,16,10,14,29,1,60,60:00,13,15,,,,,,17,20,0.850,,1,13,6,19,46,28,,,44,15,7,15,29,3,210,60:00,12,8,,,,,,16,20,0.800,,2023
193,03/04/2023,Delaware,Michigan,12-16,1,12,8,20,44,24,3,,30,13,7,13,29,4,210,60:00,16,7,,,,,,16,17,0.941,,1,16,8,24,38,23,1,,26,14,7,16,29,5,300,60:00,12,12,,,,,,16,18,0.889,,2023
194,03/07/2023,Delaware,UMBC,17-11,1,17,9,26,45,29,1,,34,19,8,19,31,1,30,60:00,11,6,,,,,,16,18,0.889,,1,11,4,15,35,17,,,31,19,9,12,31,1,60,60:00,17,12,,,,,,15,17,0.882,,2023
195,03/11/2023,Delaware,Monmouth,18-6,1,18,10,28,43,25,2,,31,10,9,13,28,3,120,60:00,6,8,,,,,,21,22,0.955,,1,6,4,10,29,14,,,25,19,3,15,28,2,90,60:00,18,7,,,,,,10,17,0.588,,2023
196,03/19/2023,Delaware,@ Johns Hopkins,10-12,1,10,6,16,26,16,2,,23,18,9,7,26,5,240,60:00,12,19,,,,,,17,23,0.739,,1,12,8,20,48,31,1,,49/,16,9,19,26,3,150,60:00,10,6,,,,,,19,20,0.950,,2023
197,03/25/2023,Delaware,@ Hofstra,15-7,1,15,8,23,47,24,,,29,15,13,9,26,5,240,60:00,7,10,,,,,,20,21,0.952,,1,7,1,8,34,17,1,,29,22,5,17,26,3,150,60:00,15,9,,,,,,16,24,0.667,,2023
198,04/01/2023,Delaware,Hampton,19-1,1,19,17/,36,44,31,2,,30,13,9,13,23,,,60:00,1,10,,,,,,24,24,1.000/,,1,1,,1,28,11,,,26,20,9,10,23,3,210,60:00,19,12,,,,,,22,25,0.880,,2023
199,04/08/2023,Delaware,Fairfield,17-7,1,17,12,29,46,31,1,,35,14,6,14,28,2,120,60:00,7,13,,,,,,25/,28,0.893,,1,7,4,11,39,20,,,29,14,9,14,28,2,60,60:00,17,14,,,,,,17,17,1.000/,,2023
200,04/15/2023,Delaware,@ Stony Brook,12-9,1,12,4,16,43,27,,,30,10,11,10,25,3,120,60:00,9,10,,,,,,19,19,1.000/,,1,9,5,14,43,19,1,,33,21,4,15,25,2,60,60:00,12,15,,,,,,16,20,0.800,,2023
201,04/22/2023,Delaware,Drexel,18-13,1,18,5,23,45,32,1,,30,12,13,17,34,4,180,60:00,13,8,,,,,,17,20,0.850,,1,13,5,18,38,21,2,,37,18,8,17,34,2,90,60:00,18,14,,,,,,20,24,0.833,,2023
202,04/29/2023,Delaware,@ Towson,10-15,1,10,6,16,35,24,2,,30,15,12,10,28,4,150,60:00,15,8,,,,,,21,24,0.875,,1,15,6,21,47,23,3,,36,21,11,18,28,3,180,60:00,10,14,,,,,,25/,29,0.862,,2023
203,05/04/2023,Delaware,Towson,11-8,1,11,6,17,40,18,1,,32,17,8,12,23,2,90,60:00,8,10,,,,,,16,19,0.842,,1,8,7,15,38,18,,,32,14,12,11,23,2,180,60:00,11,7,,,,,,20,22,0.909,,2023
204,05/06/2023,Delaware,Stony Brook,13-10,1,13,6,19,44,27,2,,27,9,11,7,26,4,180,60:00,10,14,,,,,,22,23,0.957,,1,10,5,15,41,24,1,,25,16,4,19,26,5,210,60:00,13,14,,,,,,17,19,0.895,,2023
205,05/10/2023,Delaware,Marist,25-10,1,25/,13,38/,64/,37/,3,,40,6,9,22,39/,3,150,60:00,10,9,,,,,,19,19,1.000/,,1,10,5,15,25,19,2,,27,16,3,17,39,5,240,60:00,25,12,,,,,,10,15,0.667,,2023
206,05/14/2023,Delaware,@ Duke,11-12,1,11,4,15,30,22,,,19,14,4,11,26,1,60,60:00,12,15,,,,,,21,23,0.913,,1,12,7,19,45,27,,,40,16,12,15,26,1,60,60:00,11,11,,,,,,19,21,0.905,,2023
207,02/04/2023,Denver,Utah,12-4,1,12,7,19,36,20,2,1,29,15,1,13,20,2,180,60:00,4,10,,,,,,19,21,0.905,,1,4,4,8,34,14,2,,18,13,3,7,20,3,180,60:00,12,8,,,,,,19,22,0.864,,2023
208,02/11/2023,Denver,@ Air Force,10-12,1,10,8,18,35,27,,,24,14,4,17,23,1,30,60:00,12,6,,,,,,18,20,0.900,,1,12,5,17,36,18,,,24,13,6,6,23,3,90,60:00,10,17,,,,,,19,21,0.905,,2023
209,02/17/2023,Denver,@ Duke,13-14 (1),1,13,5,18,33,21,2,,26,18,4,14,28,3,180,60:22,14,8,,,,,,12,16,0.750,,1,14,9,23,37,22,3,,31,15,9,14,28,5,240,60:22,13,8,,,,,,18,20,0.900,1/,2023
210,02/25/2023,Denver,Merrimack,13-9,1,13,6,19,58,35,1,,31,14,7,19,26,3,150,60:00,9,9,,,,,,19,21,0.905,,1,9,7,16,26,18,1,,22,17,7,7,26,5,240,60:00,13,22,,,,,,17,24,0.708,,2023
211,03/04/2023,Denver,@ North Carolina,9-8,1,9,3,12,31,17,,,29,21,4,14,20,,,60:00,8,7,,,,,,22,27,0.815,,1,8,6,14,32,15,,,26,19,10,6,20,3,120,60:00,9,8,,,,,,21,25,0.840,,2023
212,03/11/2023,Denver,@ Yale,9-11,1,9,4,13,35,22,2,,23,19,6,15,22,5,240,60:00,11,11,,,,,,17,20,0.850,,1,11,6,17,39,22,,,22,15,9,7,22,6,360,60:00,9,13,,,,,,15,19,0.789,,2023
213,03/19/2023,Denver,Ohio St.,17-12,1,17,10,27,38,28,2,2/,30,13,7,20,33,3,180,60:00,12,8,,,,,,14,14,1.000/,,1,12,7,19,37,20,2,,26,15,5,13,33,2,180,60:00,17,11,,,,,,16,20,0.800,,2023
214,04/01/2023,Denver,@ Georgetown,6-13,1,6,4,10,23,14,1,,18,18,6,7,23,1,60,60:00,13,12,,,,,,17,21,0.810,,1,13,9,22,46,25,2,,40,18,10,16,23,2,120,60:00,6,8,,,,,,18,21,0.857,,2023
215,04/08/2023,Denver,Villanova,12-6,1,12,7,19,33,17,1,,34,18,4,11,21,2,120,60:00,6,12,,,,,,22,27,0.815,,1,6,2,8,41,18,1,,25,15,4,10,21,2,90,60:00,12,5,,,,,,20,20,1.000/,,2023
216,04/13/2023,Denver,@ Towson,12-10,1,12,9,21,32,19,1,,28,12,8,10,26,3,120,60:00,10,10,,,,,,15,18,0.833,,1,10,3,13,39,20,1,,30,14,8,16,26,6,240,60:00,12,7,,,,,,14,17,0.824,,2023
217,04/15/2023,Denver,@ St. John's (NY),12-10,1,12,10,22,33,21,,,37,21,12,21,26,1,30,60:00,10,7,,,,,,19,21,0.905,,1,10,4,14,36,17,,,20,18,12,5,26,,,60:00,12,9,,,,,,19,21,0.905,,2023
218,04/21/2023,Denver,Providence,13-6,1,13,12,25,32,20,2,,34,14,8,14,23,3,180,60:00,6,5,,,,,,21,21,1.000/,,1,6,4,10,23,11,1,,27,19,7,9,23,1,120,60:00,13,7,,,,,,18,22,0.818,,2023
219,04/28/2023,Denver,@ Marquette,15-14 (1),1,15,6,21,44,30,,,28,12,8,22,33,,,62:34,14,7,,,,,,14,15,0.933,1/,1,14,8,22,31,21,,,20,13,6,11,33,,,62:34,15,15,,,,,,15,20,0.750,,2023
220,05/04/2023,Denver,"Villanova
@ Milwaukee, Wis.",16-9,1,16,8,24,34,22,,,29,17,5,15,29,4,180,60:00,9,8,,,,,,11,14,0.786,,1,9,5,14,29,17,2,,20,17,5,14,29,1,30,60:00,16,6,,,,,,13,15,0.867,,2023
221,05/06/2023,Denver,"Georgetown
@ Milwaukee, Wis.",5-14,1,5,1,6,34,17,1,,21,17,2,14,21,1,60,60:00,14,8,,,,,,16,17,0.941,,1,14,10,24,35,22,,,27,12,7,7,21,3,180,60:00,5,12,,,,,,22,23,0.957,,2023
222,02/04/2023,Detroit Mercy,@ VMI,11-14,1,11,7,18,36,21,1,,21,20,15,10,29,3,270,60:00,14,15,,,,,,20,26,0.769,,1,14,10,24,53,29,2,,36,18,14,19,29,2,90,60:00,11,10,,,,,,23,25,0.920,,2023
223,02/11/2023,Detroit Mercy,@ High Point,2-17,1,2,,2,27,12,,,17,23,10,7,22,7,300,60:00,17,17,,,,,,15,19,0.789,,1,17,7,24,71/,34,1,,38,16,14,15,22,6,270,60:00,2,10,,,,,,22,23,0.957,,2023
224,03/01/2023,Detroit Mercy,Marquette,5-10,1,5,2,7,46,23,1,,28,17,8,9,19,5,180,60:00,10,16,,,,,,17,22,0.773,,1,10,5,15,48,26,2,,26,14,9,10,19,2,120,60:00,5,18,,,,,,19,22,0.864,,2023
225,03/14/2023,Detroit Mercy,@ Ohio St.,6-19,1,6,3,9,26,10,3,,26,18,5,9,29,4,210,60:00,19,12,,,,,,17,19,0.895,,1,19,11,30,52,31,3,,31,15,9,20,29,5,300,60:00,6,4,,,,,,20,21,0.952,,2023
226,03/18/2023,Detroit Mercy,@ Mercer,12-16,1,12,7,19,37,20,5/,,22,7,7,7,30,8,330,60:00,16,17,,,,,,17,22,0.773,,1,16,6,22,55,33,2,1,41,12,3,23,30,12/,480,60:00,12,8,,,,,,13,13,1.000/,,2023
227,03/25/2023,Detroit Mercy,Utah,11-24,1,11,3,14,40,24,,,31,19,5,11,38,8,270,60:00,24,19,,,,,,21,28,0.750,,1,24,12,36,69,43,1,,54,13,5,27,38,4,180,60:00,11,13,,,,,,20,21,0.952,,2023
228,03/29/2023,Detroit Mercy,Robert Morris,14-8,1,14,5,19,47,27,2,,33,11,9,9,26,2,60,60:00,8,8,,,,,,21,21,1.000/,,1,8,7,15,30,16,1,,29,21,5,17,26,8,330,60:00,14,13,,,,,,15,18,0.833,,2023
229,04/01/2023,Detroit Mercy,@ Queens (NC),5-9,1,5,,5,42,21,,,20,16,9,10,17,2,90,60:00,9,11,,,,,,18,18,1.000/,,1,9,5,14,40,20,,,17,17,11,7,17,6,300,60:00,5,16,,,,,,18,22,0.818,,2023
230,04/08/2023,Detroit Mercy,Lindenwood,17-16,1,17,9,26,38,22,2,,20,8,7,9,37,10,390,60:00,16,13,,,,,,15,15,1.000/,,1,16,8,24,46,29,4,,32,11,3,28,37,4,180,60:00,17,5,,,,,,8,13,0.615,,2023
231,04/12/2023,Detroit Mercy,@ Jacksonville,7-17,1,7,4,11,45,28,,,31,15,8,10,27,1,30,60:00,17,14,,,,,,20,25,0.800,,1,17,6,23,49,31,,,41,14,9,17,27,3,180,60:00,7,21,,,,,,21,24,0.875,,2023
232,04/15/2023,Detroit Mercy,@ Air Force,7-22,1,7,4,11,30,18,1,,22,17,4,17,33,3,150,60:00,22,16,,,,,,14,19,0.737,,1,22,10,32,58,38,2,,37,12,10,16,33,4,180,60:00,7,11,,,,,,20,21,0.952,,2023
233,04/22/2023,Detroit Mercy,Bellarmine,3-18,1,3,2,5,27,10,,,32,17,8,7,23,1,60,52:40,18,14,,,,,,18,23,0.783,,1,18,11,29,42,32,1,1,38,13,6,16,23,3,150,52:40,3,7,,,,,,23,23,1.000/,,2023
234,04/29/2023,Detroit Mercy,@ Cleveland St.,12-14,1,12,4,16,45,25,,,38,14,7,15,30,3,120,60:00,14,12,,,,,,21,23,0.913,,1,14,9,23,38,26,3,,34,20,6,15,30,1,60,60:00,12,13,,,,,,23,28,0.821,,2023
235,02/18/2023,Drexel,UMBC,7-12,1,7,5,12,34,18,2,,20,18,7,10,20,3,90,60:00,12,10,,,,,,17,21,0.810,,1,12,7,19,38,22,1,,27,12,10,10,20,4,270,60:00,7,11,,,,,,18,19,0.947,,2023
236,02/21/2023,Drexel,Lafayette,16-14,1,16,9,25,44,27,,,41,15,10,23/,34,3,90,60:00,14,7,,,,,,14,14,1.000/,,1,14,7,21,37,21,1,,22,15,7,11,34,1,60,60:00,16,11,,,,,,18,18,1.000/,,2023
237,02/25/2023,Drexel,@ UAlbany,7-11,1,7,5,12,31,13,1,,18,23,6,11,19,3,180,60:00,11,8,,,,,,18,20,0.900,,1,11,3,14,36,19,2,,25,18,9,8,19,6,330,60:00,7,6,,,,,,23,23,1.000/,,2023
238,03/04/2023,Drexel,@ Sacred Heart,12-11,1,12,7,19,39,29,,,23,13,8,15,27,1,60,60:00,11,16,,,,,,16,19,0.842,,1,11,7,18,38,27,1,,25,16,7,12,27,2,90,60:00,12,17,,,,,,22,25,0.880,,2023
239,03/08/2023,Drexel,"Villanova
@ Philadelphia, Pa.",7-14,1,7,1,8,25,19,,,34,24,6,14,25,2,120,60:00,14,13,,,,,,13,17,0.765,,1,14,6,20,43,27,1,,32,14,12,11,25,2,90,60:00,7,12,,,,,,15,16,0.938,,2023
240,03/11/2023,Drexel,"Saint Joseph's
@ Philadelphia, Pa.",18-16,1,18,9,27,33,25,3,,33,18,6,14,37,8,330,60:00,16,16,,,,,,13,20,0.650,,1,16,5,21,57,32,1,,44,15,7,23,37,3,180,60:00,18,7,,,,,,13,15,0.867,,2023
241,03/18/2023,Drexel,@ Towson,12-11 (1),1,12,4,16,42,19,3,,30,19,6,9,26,5,180,60:46,11,15,,,,,,25/,29,0.862,1/,1,11,6,17,49,26,1,,30,16,9,17,26,4,270,60:46,12,7,,,,,,18,20,0.900,,2023
242,03/25/2023,Drexel,Hampton,18-4,1,18,12,30,50,35,,1/,42,17,11,14,25,3,210,60:00,4,11,,,,,,13,14,0.929,,1,4,3,7,35,15,,,26,26,9,11,25,4,120,60:00,18,17,,,,,,13,14,0.929,,2023
243,04/01/2023,Drexel,@ Fairfield,15-11,1,15,5,20,42,27,,,40,20,5,19,30,1,30,60:00,11,15,,,,,,25/,32/,0.781,,1,11,7,18,46,26,,,29,12,16,11,30,3,150,60:00,15,12,,,,,,17,17,1.000/,,2023
244,04/08/2023,Drexel,Stony Brook,15-14 (1),1,15,12,27,35,21,1,,32,21,7,20,31,5,210,61:59/,14,11,,,,,,17,19,0.895,1/,1,14,8,22,57,25,1,,33,10,10,11,31,5,150,61:59/,15,6,,,,,,16,17,0.941,,2023
245,04/15/2023,Drexel,Hofstra,7-8,1,7,2,9,35,21,1,,23,18,3,13,19,4,120,60:00,8,10,,,,,,20,23,0.870,,1,8,3,11,32,18,1,,18,18,12,6,19,4,120,60:00,7,14,,,,,,17,18,0.944,,2023
246,04/22/2023,Drexel,@ Delaware,13-18,1,13,5,18,38,21,2,,37,18,8,17,34,2,90,60:00,18,14,,,,,,20,24,0.833,,1,18,5,23,45,32,1,,30,12,13,17,34,4,180,60:00,13,8,,,,,,17,20,0.850,,2023
247,04/28/2023,Drexel,Monmouth,16-7,1,16,13,29,49,30,1,,38,14,12,14,27,2,120,60:00,7,9,,,,,,24,24,1.000/,,1,7,4,11,35,16,1,,30,23,5,13,27,1,30,60:00,16,14,,,,,,16,18,0.889,,2023
248,05/04/2023,Drexel,"Stony Brook
@ Newark, Del.",10-13,1,10,8,18,46,25,1,,30,16,8,18,26,3,90,60:00,13,10,,,,,,17,17,1.000/,,1,13,9,22,42,23,,,23,16,9,8,26,4,180,60:00,10,15,,,,,,20,22,0.909,,2023
249,02/04/2023,Duke,Bellarmine,19-7,1,19,10,29,57,41/,2,,40,17,12,19,29,3,210,60:00,7,10,,,,,,16,18,0.889,,1,7,3,10,29,17,,,27,27,6,10,29,4,240,60:00,19,22,,,,,,21,26,0.808,,2023
250,02/07/2023,Duke,High Point,20-8,1,20,10,30,51,35,1,,36,16,13,15,30,6,360,60:00,8,18,,,,,,25,29,0.862,,1,8,3,11,43,26,,,30,20,8,15,30,5,210,60:00,20,15,,,,,,17,20,0.850,,2023
251,02/11/2023,Duke,@ Jacksonville,12-13,1,12,5,17,48,25,1,1/,35,16,4,20,28,5,390,60:00,13,11,,,,,,19,21,0.905,,1,13,6,19,32,24,,,24,10,10,8,28,1,30,60:00,12,13,,,,,,19,20,0.950,,2023
252,02/17/2023,Duke,Denver,14-13 (1),1,14,9,23,37,22,3,,31,15,9,14,28,5,240,60:22,13,8,,,,,,18,20,0.900,1/,1,13,5,18,33,21,2,,26,18,4,14,28,3,180,60:22,14,8,,,,,,12,16,0.750,,2023
253,02/25/2023,Duke,@ Penn,14-12,1,14,8,22,37,24,,,30,13,5,18,29,2,90,60:00,12,19,,,,,,20,24,0.833,,1,12,9,21,56,31,1,,31,10,2,11,29,1,30,60:00,14,10,,,,,,16,17,0.941,,2023
254,03/05/2023,Duke,@ Syracuse,14-13 (1),1,14,5,19,66/,36,,,44,14,7,21,30,4,180,63:06,13,11,,,,,,22,23,0.957,1/,1,13,8,21,32,24,3,,27,12,8,9,30,4,150,63:06,14,22/,,,,,,22,23,0.957,,2023
255,03/10/2023,Duke,Loyola Maryland,17-9,1,17,11,28,46,32,2,,32,12,4,18,30,3,120,60:00,9,9,,,,,,19,20,0.950,,1,9,3,12,36,18,,,17,15,7,12,30,2,90,60:00,17,15,,,,,,17,18,0.944,,2023
256,03/17/2023,Duke,North Carolina,15-8,1,15,8,23,39,23,,,35,22/,6,17,26,,,60:00,8,14,,,,,,22,24,0.917,,1,8,2,10,33,22,,,32,15,7,9,26,4,210,60:00,15,8,,,,,,19,25,0.760,,2023
257,03/20/2023,Duke,Air Force,18-6,1,18,10,28,52,31,1,,43,16,8,20,27,4,210,60:00,6,6,,,,,,21,25,0.840,,1,6,3,9,35,12,1,,21,22,4,7,27,2,60,60:00,18,13,,,,,,19,22,0.864,,2023
258,03/25/2023,Duke,@ Saint Joseph's,12-9,1,12,6,18,41,25,1,,27,12,10,15,25,2,120,60:00,9,9,,,,,,21,23,0.913,,1,9,5,14,38,18,3,,15,17,6,10,25,3,120,60:00,12,13,,,,,,17,19,0.895,,2023
259,03/31/2023,Duke,@ Virginia,16-14,1,16,9,25,46,30,1,,42,18,7,14,34,4,150,60:00,14,14,,,,,,20,24,0.833,,1,14,11,25,43,28,4,,45,18,14,20,34,1,30,60:00,16,14,,,,,,16,20,0.800,,2023
260,04/08/2023,Duke,@ Notre Dame,12-17,1,12,6,18,41,27,2,,34,14,6,22,33,2,120,60:00,17,10,,,,,,19,21,0.905,,1,17,10,27,39,27,1,,33,9,8,11,33,5,180,60:00,12,15,,,,,,23,23,1.000/,,2023
261,04/15/2023,Duke,Virginia,15-14,1,15,8,23,48,32,2,,37,16,6,21,32,2,60,60:00,14,12,,,,,,17,20,0.850,,1,14,7,21,41,26,,,34,15,10,11,32,5,240,60:00,15,17,,,,,,20,21,0.952,,2023
262,04/29/2023,Duke,Syracuse,18-15,1,18,10,28,39,28,3,,31,13,5,22,35,3,180,60:00,15,12,,,,,,18,18,1.000/,,1,15,8,23,45,27,2,,23,10,7,13,35,6,330,60:00,18,10,,,,,,16,16,1.000/,,2023
263,05/07/2023,Duke,"Merrimack
@ Bethpage, N.Y.",14-2,1,14,10,24,50,31,1,,40,19,11,13,20,5,240,60:00,2,7,,,,,,24,26,0.923,,1,2,1,3,32,9,1,,33,26,11,7,20,3,180,60:00,14,17,,,,,,20,26,0.769,,2023
264,05/14/2023,Duke,Delaware,12-11,1,12,7,19,45,27,,,40,16,12,15,26,1,60,60:00,11,11,,,,,,19,21,0.905,,1,11,4,15,30,22,,,19,14,4,11,26,1,60,60:00,12,15,,,,,,21,23,0.913,,2023
265,05/20/2023,Duke,"Michigan
@ Albany, N.Y.",15-8,1,15,4,19,36,25,1,,31,15,12,14,27,6,300,60:00,8,14,,,,,,22,24,0.917,,1,8,5,13,38,22,3,,27,18,3,13,27,1,60,60:00,15,10,,,,,,22,25,0.880,,2023
266,05/27/2023,Duke,"Penn St.
@ Philadelphia, Pa.",16-15 (1),1,16,6,22,41,28,,,33,15,8,22,35,2,90,61:05,15,6,,,,,,14,16,0.875,1/,1,15,13,28,29,21,1,,32,17,7,13,35,,,61:05,16,12,,,,,,21,23,0.913,,2023
267,05/29/2023,Duke,"Notre Dame
@ Philadelphia, Pa.",9-13,1,9,4,13,47,27,1,,36,11,11,10,24,3,240,60:00,13,10,,,,,,23,24,0.958,,1,13,6,19,40,23,1,,37,14,8,14,24,4,120,60:00,9,18,,,,,,15,18,0.833,,2023
268,02/11/2023,Fairfield,@ Lehigh,10-20,1,10,5,15,34,23,4,,28,20,5,13,33,5,210,60:00,20,15,,,,,,21,24,0.875,,1,20,15/,35,50,35,1,,40,14,11,20,33,6,450/,60:00,10,13,,,,,,21,23,0.913,,2023
269,02/18/2023,Fairfield,@ Wagner,14-7,1,14,5,19,41,28,1,,37,21,9,14,24,2,90,60:00,7,8,,,,,,18,23,0.783,,1,7,4,11,34,15,,,17,20,9,10,24,6,360,60:00,14,14,,,,,,16,24,0.667,,2023
